,title,place,communityName,unit_price,total_price,room,area
5764,御府名筑 4室2厅 650万,龙岗区,御府名筑,41344.0,650.0,4室2厅,157.22平米
5765,欧景花园一期 3室1厅 380万,龙岗区,欧景花园一期,35678.0,380.0,3室1厅,106.51平米
5766,万科清林径 3室2厅 320万,龙岗区,万科清林径,37141.0,320.0,3室2厅,86.16平米
5767,东都中央王座 3室2厅 450万,龙岗区,东都中央王座,50173.0,450.0,3室2厅,89.69平米
5768,金地物业地铁口 精装修 两房 满2年 享受万科配套,龙岗区,金地龙城中央一期,32794.0,158.0,2室1厅,48.18平米
5769,龙城国际 4室2厅 860万,龙岗区,龙城国际,44792.0,860.0,4室2厅,192平米
5770,地铁口 金地物业 旁边万科广场 4房精装修,龙岗区,金地龙城中央一期,45278.0,580.0,4室2厅,128.1平米
5771,新亚洲花园 98平3房2厅1卫,龙岗区,新亚洲花园,41204.0,400.0,3室2厅,97.08平米
5772,万科清林径 2室2厅 263万,龙岗区,万科清林径,33313.0,263.0,2室2厅,78.95平米
5773,悦城花园 85㎡正规3房 满二年红本在手 随时看房,龙岗区,中央悦城,34371.0,295.0,3室1厅,85.83平米
5774,珑禧 3室1厅 300万,龙岗区,珑禧,33558.0,300.0,3室1厅,89.4平米
5775,万科清林径  精装四房两卫 中间楼层 通透 税费低,龙岗区,万科清林径,40808.0,600.0,4室2厅,147.03平米
5776,珑禧 3室2厅 330万,龙岗区,珑禧,36765.0,330.0,3室2厅,89.76平米
5777,国香尚居 4室2厅 390万,龙岗区,国香尚居,43430.0,390.0,4室2厅,89.8平米
5778,承翰陶源 4室1厅 380万,龙岗区,承翰陶源,43694.0,380.0,4室1厅,86.97平米
5779,美利达新村 2室1厅 215万,龙岗区,美利达新村,34171.0,215.0,2室1厅,62.92平米
5780,城市花园，南向两居，精装满五年，业主诚售,龙岗区,城市花园,39248.0,290.0,2室2厅,73.89平米
5781,户型方正  赠送大  诚心出售   看房方便,龙岗区,朝阳里,52842.0,385.0,3室1厅,72.86平米
5782,精装修的两房两厅、满两年、适合住家。,龙岗区,万科清林径,31919.0,252.0,2室2厅,78.95平米
5783,汇龙天下精装三房 视野开阔 采光充足 业主诚心出售,龙岗区,汇龙天下,33360.0,295.0,3室2厅,88.43平米
5784,龙岗区新鸿花园 万科配套吉祥地铁口 读新亚洲,龙岗区,新鸿花园,39309.0,250.0,2室2厅,63.6平米
5785,龙岗中 心城 天集雅苑 两房一卫 诚心出售,龙岗区,天集雅苑,33796.0,285.0,2室2厅,84.33平米
5786,依山郡户型方正朝南 带24平方阳台 看花园安静,龙岗区,招商依山郡,41063.0,385.0,3室2厅,93.76平米
5787,河岸轩 朝南厅出阳台 近南联地铁站 有钥匙看房方便,龙岗区,河岸轩,31810.0,245.0,2室1厅,77.02平米
5788,新龙岗花园 电梯小高层  单价低 采光好,龙岗区,新龙岗花园,29326.0,350.0,4室1厅,119.35平米
5789,欧景城花园大三房南北通透 厅出阳台 居家装修,龙岗区,欧景城花园,45538.0,500.0,4室1厅,109.8平米
5790,待拆迁南联地铁站龙富花园正南北朝向满2年业主可赎楼,龙岗区,龙富花园,32570.0,260.0,3室2厅,79.83平米
5791,南联地铁站远洋新干线正规厅出阳台两房入住率好,龙岗区,远洋新干线一期,36906.0,218.0,2室1厅,59.07平米
5792,雅庭名苑 爱联地铁口 方正大三房 拎包入住 装修好,龙岗区,雅庭名苑,47283.0,355.0,3室2厅,75.08平米
5793,3号线南联站，远洋新干线2房公寓，民电商水,龙岗区,远洋新干线一期,30473.0,180.0,2室1厅,59.07平米
5794,龙城华府 3室1厅 345万,龙岗区,龙城华府,41849.0,345.0,3室1厅,82.44平米
5795,爱地花园二期 跃式四房 精装修 厅出阳台 朝南向,龙岗区,徽王府,37257.0,490.0,4室2厅,131.52平米
5796,保利上城 1室0厅 135万,龙岗区,保利上城,30893.0,135.0,1室0厅,43.7平米
5797,尚景花园  稀有带大平台  精装三房 南北通透,龙岗区,尚景花园,36112.0,360.0,3室2厅,99.69平米
5798,清林径三期.南北通透.精装四房,龙岗区,万科清林径,33039.0,430.0,4室2厅,130.15平米
5799,远洋新干线 平层两房 厅出阳台 带天然气 租客住,龙岗区,远洋新干线一期,28619.0,175.0,2室1厅,61.15平米
5800,欧景花园一期 3室1厅 380万,龙岗区,欧景花园一期,34863.0,380.0,3室1厅,109平米
5801,愉园小区方正三居，坐北朝南，中间楼层，满五年随时看,龙岗区,愉园新村,32451.0,310.0,3室2厅,95.53平米
5802,万科天誉 4室2厅 800万,龙岗区,万科天誉,49988.0,800.0,4室2厅,160.04平米
5803,万象天成 2室2厅 320万,龙岗区,万象天成,36122.0,320.0,2室2厅,88.59平米
5804,龙岗公园大地朝南五房 厅出阳台视野开阔,龙岗区,公园大地五期,58145.0,750.0,5室1厅,128.99平米
5805,龙岗罗马公元 精装修4房 高楼层看游泳池 业主诚售,龙岗区,欧景花园二期,50694.0,680.0,4室2厅,134.14平米
5806,缤纷世纪 2室1厅 115万,龙岗区,缤纷世纪,27040.0,115.0,2室1厅,42.53平米
5807,天健郡城  精装3房南北通  看花园  双校齐上,龙岗区,龙岗天健郡城,37106.0,400.0,3室2厅,107.8平米
5808,城龙花园居家装修电梯3房  厅出阳台,龙岗区,城龙花园,32744.0,350.0,3室2厅,106.89平米
5809,精装小三房，满二南向，好视野。,龙岗区,雅庭名苑,35281.0,270.0,3室1厅,76.53平米
5810,清林径二期  精装三房 看湖景 满五唯一税少 朝南安静,龙岗区,万科清林径,38020.0,420.0,3室2厅,110.47平米
5811,朝南看花园 中间楼层大阳台 宜居舒适三房,龙岗区,新鸿进花园,34594.0,280.0,3室2厅,80.94平米
5812,榭丽花园 精装小3房 满2年 诚意出售,龙岗区,榭丽花园,30000.0,255.0,3室1厅,85平米
5813,万象天成 住家一房一厅，大客厅主卧，高楼层适合刚需,龙岗区,万象天成,34434.0,192.0,1室1厅,55.76平米
5814,满五唯一+红本在手+地铁口+入户大赠送+三馆一城配套,龙岗区,东方明珠城,32358.0,345.0,4室1厅,106.62平米
5815,龙岗公园大地精装两房 满五年赠送入户 可改三房,龙岗区,公园大地五期,49076.0,385.0,2室1厅,78.45平米
5816,龙岗中 心城 保利上城 精装 朝南两房,龙岗区,保利上城,49167.0,360.0,2室2厅,73.22平米
5817,龙岗欧景城花园 精装三房 安静不临路 可拎包入住,龙岗区,欧景城花园,38444.0,405.0,3室2厅,105.35平米
5818,白天不懂夜的黑 御府再晚等你归 三价合一没有增值税,龙岗区,御府名筑,38444.0,560.0,3室2厅,145.67平米
5819,新鸿花园 精装标准两房 楼层好采光佳 总价低 诚心卖,龙岗区,新鸿花园,39780.0,253.0,2室2厅,63.6平米
5820,万科清林径三期，大四房，南北通透,龙岗区,万科清林径,30578.0,405.0,4室2厅,132.45平米
5821,龙岗中-心城 华业玫瑰郡 精装五房 红本在手,龙岗区,华业玫瑰郡,40834.0,490.0,5室2厅,120平米
5822,和兴花园二期和盛苑 标准居家装修三房,龙岗区,和盛苑,39234.0,399.0,3室2厅,101.7平米
5823,精装3+1房带平台看公园别墅区 客厅开间4.22米阅山公馆,龙岗区,阅山公馆,45063.0,402.0,3室2厅,89.21平米
5824,碧湖花园电梯大三房 满两年红本在手 厅出阳台看公园,龙岗区,碧湖花园,35176.0,380.0,3室1厅,108.03平米
5825,万科精装修 朝南正规3房，中高楼层,龙岗区,万科清林径,37338.0,295.0,3室2厅,79.01平米
5826,东都花园 正规大三房 朝南看花园 住家舒适,龙岗区,东都花园一期一区,28951.0,279.0,3室2厅,96.37平米
5827,龙岗万象天成 标准大两房，满五年红本在手税少,龙岗区,万象天成,32599.0,300.0,2室1厅,92.03平米
5828,万科清林径， 3房改4房，改好阁楼，朝南看别墅,龙岗区,万科清林径,35581.0,305.0,4室1厅,85.72平米
5829,龙岗满园三房双卫 高楼层 采光好 业主诚心卖,龙岗区,满园,41530.0,480.0,3室2厅,115.58平米
5830,保利上城 精装3房，位置安静，看花园,龙岗区,保利上城,46539.0,410.0,3室2厅,88.1平米
5831,悦城花园 精装修大三房 满二年 随时看房,龙岗区,中央悦城,32618.0,430.0,3室2厅,131.83平米
5832,新龙岗花园  标准三房 业主诚心出售  看房方便,龙岗区,新龙岗花园,30471.0,270.0,3室1厅,88.61平米
5833,地铁口 龙岗新鸿花园  精装三房 满五年税少 万科配套,龙岗区,新鸿花园,33223.0,330.0,3室2厅,99.33平米
5834,此房是满二年 花园中间 双阳台 中间楼层,龙岗区,紫薇花园,34274.0,350.0,3室2厅,102.12平米
5835,新亚洲花园 一梯两户 正规三房 满二年 免增值税,龙岗区,新亚洲花园,35244.0,460.0,3室2厅,130.52平米
5836,雅豪祥苑 成熟社区 高绿化带泳池 精装高层三房两厅,龙岗区,雅豪祥苑,30163.0,280.0,3室1厅,92.83平米
5837,吉祥地铁口 天誉国际公馆 万科精装大三房 150平,龙岗区,天誉国际公馆,36023.0,560.0,3室1厅,155.46平米
5838,金地物业 万科广场旁 方便出租 精装修,龙岗区,金地龙城中央一期,35285.0,170.0,2室2厅,48.18平米
5839,地铁口 邻龙岗河 精装2房 看房方便,龙岗区,金地龙城中央一期,31982.0,220.0,2室2厅,68.79平米
5840,金地凯旋广场 精装2房 东南朝向,龙岗区,金地龙城中央一期,30684.0,132.0,2室1厅,43.02平米
5841,龙岗大运万科天誉 电梯三梯四户 不用购房资格 配套好,龙岗区,天誉国际公馆,30857.0,390.0,3室2厅,126.39平米
5842,缤纷世纪精装1房  户型方正 采光充足 看房方便,龙岗区,缤纷世纪,27471.0,92.0,1室0厅,33.49平米
5843,爱联地铁 龙城公园 全新精装 居家两房 总价低,龙岗区,缤纷世纪,31299.0,180.0,2室1厅,57.51平米
5844,天誉国际公馆 万科装修 电梯3房 厅出阳台,龙岗区,天誉国际公馆,33771.0,430.0,3室1厅,127.33平米
5845,龙岗 保利上城装修3房 总价低 高楼层,龙岗区,保利上城,34861.0,280.0,3室1厅,80.32平米
5846,万科装修 客厅出阳台朝南 视野好,龙岗区,天誉国际公馆,33017.0,420.0,3室2厅,127.21平米
5847,远洋新干线公寓楼  地铁口物业  交通方便,龙岗区,远洋新干线一期,32744.0,200.0,2室1厅,61.08平米
5848,万科金色沁园 3室2厅 480万,龙岗区,万科金色沁园,54996.0,480.0,3室2厅,87.28平米
5849,新鸿花园 1室1厅 175万,龙岗区,新鸿花园,37314.0,175.0,1室1厅,46.9平米
5850,朝阳里 2室1厅 325万,龙岗区,朝阳里,61056.0,325.0,2室1厅,53.23平米
5851,河岸轩 1室1厅 162万,龙岗区,河岸轩,32708.0,162.0,1室1厅,49.53平米
5852,鸿威的森林一本证大四房全新毛坯。南北通透看房方便。,龙岗区,鸿威de森林就瞰山,30324.0,400.0,4室1厅,131.91平米
5853,悦城花园 满五年毛坯大洋房 业主诚心出售 看房方便,龙岗区,中央悦城,34844.0,600.0,5室3厅,172.2平米
5854,鸿进花园 标准1房 精装空房 满5年 地铁接驳 诚心卖,龙岗区,鸿进花园,30755.0,165.0,1室1厅,53.65平米
5855,远洋新干线一期 3室2厅 385万,龙岗区,远洋新干线一期,43825.0,385.0,3室2厅,87.85平米
5856,万象天成 3室2厅 380万,龙岗区,万象天成,33799.0,380.0,3室2厅,112.43平米
5857,天健花园 一梯两户 满五年红本 低楼层无遮挡三房,龙岗区,龙岗天健花园,35325.0,330.0,3室2厅,93.42平米
5858,小区是空中花园 标准两房 厅出阳台,龙岗区,阳光广场,36110.0,225.0,2室2厅,62.31平米
5859,吉祥地铁口 万科 满五 红本 精装 朝向东南 厅出阳台,龙岗区,万科天誉,50684.0,445.0,3室2厅,87.8平米
5860,保利上城 3室2厅 415万,龙岗区,保利上城,47353.0,415.0,3室2厅,87.64平米
5861,雅庭名苑 精装三房 厅出阳台 看房方便,龙岗区,雅庭名苑,35986.0,280.0,3室2厅,77.81平米
5862,百合盛世少有住人的2房  客厅卧室看山景 诚心卖,龙岗区,百合盛世,35606.0,270.0,2室2厅,75.83平米
5863,承翰陶源 两房价格买三房 何乐而不为呢,龙岗区,承翰陶源,34110.0,255.0,3室2厅,74.76平米
5864,龙岗新亚洲花园 标准大三房 满五年税费少 看房方便,龙岗区,新亚洲花园,36166.0,398.0,3室2厅,110.05平米
5865,龙岗中-心城万科清林径朝南3房居家装修带阁楼可做4房,龙岗区,万科清林径,37717.0,325.0,3室2厅,86.17平米
5866,万科金色沁园 精装三房两卫 朝南看花园 三阳台,龙岗区,万科金色沁园,48312.0,425.0,3室2厅,87.97平米
5867,龙岗保利上城花园三房业主诚心出售,龙岗区,保利上城,46378.0,370.0,3室1厅,79.78平米
5868,商景华园电梯大三房，红本在手。,龙岗区,尚景华园,37206.0,425.0,3室1厅,114.23平米
5869,实验满两年，精装修，税费少，业主赎楼诚出售,龙岗区,东方御花园,43470.0,425.0,3室1厅,97.77平米
5870,公园大地一期 标准2房 厅出阳台 户型方正看花园诚心卖,龙岗区,公园大地一期,55176.0,435.0,2室2厅,78.84平米
5871,实验片区 新小区精装修 高楼层 3+1房 大阳台 满两年,龙岗区,熙和园,63307.0,530.0,4室2厅,83.72平米
5872,岸上林居满二红本高楼层优质三房,龙岗区,岸上林居,41929.0,300.0,3室2厅,71.55平米
5873,富康苑  方正大两房 朝南看花园  小区位置出行方便,龙岗区,富康苑,30021.0,225.0,2室1厅,74.95平米
5874,地铁口商务公寓 大两房厅出阳台 首付五成不占指标,龙岗区,远洋新干线一期,31072.0,190.0,2室1厅,61.15平米
5875,缤纷世纪 2室1厅 118万,龙岗区,缤纷世纪,27720.0,118.0,2室1厅,42.57平米
5876,汇龙天下 标准三房 户型方正 厅出阳台 满2年 诚心出售,龙岗区,汇龙天下,32782.0,295.0,3室2厅,89.99平米
5877,欧景花园 龙潭公园 三房两厅南向 总价低税少 满两年,龙岗区,欧景花园一期,38315.0,340.0,3室1厅,88.74平米
5878,龙岗中 心城盛龙花园 标准4房2厅满2年 业主诚心出售,龙岗区,盛龙花园,30189.0,320.0,4室1厅,106平米
5879,地铁口房，龙岗区政府配套，满5年红本在手，朝东南,龙岗区,雅豪祥苑,30936.0,320.0,3室2厅,103.44平米
5880,余岭山庄标准大三房厅出阳台视野好,龙岗区,余岭山庄,28855.0,300.0,3室2厅,103.97平米
5881,龙岗 缤纷世纪 精装两房 业主诚心出售,龙岗区,缤纷世纪,26952.0,155.0,2室1厅,57.51平米
5882,和顺苑 4室2厅 410万,龙岗区,和顺苑,37202.0,410.0,4室2厅,110.21平米
5883,汇龙天下小两房精装修业主自住漂亮，满五年税少,龙岗区,汇龙天下,37562.0,220.0,2室1厅,58.57平米
5884,地铁口 万科天誉 精装四房两卫  满两年 业主诚心出售,龙岗区,万科天誉,49687.0,760.0,4室1厅,152.96平米
5885,龙岗和顺苑南北向双阳台标准大三房,龙岗区,和顺苑,35023.0,318.0,3室2厅,90.8平米
5886,悦城花园 居家精装 南北向 大三房,龙岗区,中央悦城,35418.0,430.0,3室2厅,121.41平米
5887,东方明珠城大三房，满两年，少量欠款，业主诚心出售。,龙岗区,东方明珠城,33610.0,365.0,3室2厅,108.6平米
5888,东方明珠城大三房 两个卧室出阳台，东南朝向。,龙岗区,东方明珠城,34991.0,380.0,3室1厅,108.6平米
5889,城南雅筑 3室2厅 300万,龙岗区,城南雅筑,37342.0,300.0,3室2厅,80.34平米
5890,东方明珠城 4室2厅 500万,龙岗区,东方明珠城,37038.0,500.0,4室2厅,135平米
5891,佳馨园，客厅出阳台，户型方正。,龙岗区,佳馨园,29640.0,222.0,2室1厅,74.9平米
5892,东方明珠城 地铁口物业两居室  业主诚卖 满五 欠款少,龙岗区,东方明珠城,39972.0,280.0,2室2厅,70.05平米
5893,榭丽花园 2室1厅 204万,龙岗区,榭丽花园,33107.0,204.0,2室1厅,61.62平米
5894,东方明珠城 朝南标准两房 业主自住 居家装修视野开阔,龙岗区,东方明珠城,37667.0,275.0,2室2厅,73.01平米
5895,龙岗区 阅山公馆 复式四房三卫 南北通透 钥匙方便看房,龙岗区,阅山公馆,44736.0,390.0,4室2厅,87.18平米
5896,风临国际 居家1房 西南朝向 诚心出售 可看房,龙岗区,风临国际东座,31673.0,150.0,1室1厅,47.36平米
5897,东方明珠城 2室1厅 280万,龙岗区,东方明珠城,39790.0,280.0,2室1厅,70.37平米
5898,美利达新村 1室1厅 162万,龙岗区,美利达新村,33934.0,162.0,1室1厅,47.74平米
5899,缤纷世纪 2室1厅 142万,龙岗区,缤纷世纪,24821.0,142.0,2室1厅,57.21平米
5900,欧意轩花园 标准精三房 厅出阳台 东向 看花园 安静,龙岗区,欧意轩花园,34156.0,295.0,3室2厅,86.37平米
5901,万象天成，居家两房，朝南看花园，南北通两房，诚售。,龙岗区,万象天成,31730.0,246.0,2室1厅,77.53平米
5902,珑禧 3室2厅 338万,龙岗区,珑禧,38362.0,338.0,3室2厅,88.11平米
5903,万象天成 精装一房一厅 户型方正 业主诚心出售,龙岗区,万象天成,35151.0,196.0,1室1厅,55.76平米
5904,带11平大阳台两房 朝南向 采光通风好 品质社区,龙岗区,公园大地八期,51178.0,400.0,2室2厅,78.16平米
5905,龙岗中 心【悦城花园】精装修两房，中间层客厅出阳台,龙岗区,中央悦城,37391.0,270.0,2室1厅,72.21平米
5906,瑞华园 4室2厅 550万,龙岗区,瑞华园,47860.0,550.0,4室2厅,114.92平米
5907,万象天成，万科V公寓旁 居家两房开窗移门，朝南看河。,龙岗区,万象天成,36320.0,195.0,2室1厅,53.69平米
5908,阅山华府 精装四房 南北通透 双阳台 红本在手 满五年,龙岗区,阅山华府,39563.0,470.0,4室1厅,118.8平米
5909,房子满五 高楼层 视野开阔 户型方正 精装修地铁口200M,龙岗区,东方明珠城,39080.0,275.0,2室1厅,70.37平米
5910,东方明珠城地铁口精装两房 客厅出阳台 看三馆一城,龙岗区,东方明珠城,37543.0,275.0,2室1厅,73.25平米
5911,满五唯一  刚需三房朝南户型 业主换房,龙岗区,新亚洲花园,39143.0,380.0,3室1厅,97.08平米
5912,公园大地精装2房送一房，靠后山龙城公园，安静中间层,龙岗区,公园大地六期,51482.0,410.0,2室2厅,79.64平米
5913,欧景城 优质3房 朝南看游泳池 采光充足 视野佳 格局好,龙岗区,欧景城花园,43037.0,445.0,3室2厅,103.4平米
5914,宽敞两房   朝南 诚心卖 视野好,龙岗区,公园大地八期,50000.0,390.0,2室2厅,78平米
5915,：宽敞三房 楼层好，视野开阔，采光充足，交通便利,龙岗区,金地龙城中央一期,42013.0,370.0,3室2厅,88.07平米
5916,龙岗海关 锦绣东方3房 满两年 精装修 看花园 诚心出售,龙岗区,锦绣东方,46788.0,450.0,3室1厅,96.18平米
5917,岸上林居精装四房朝南采光好高楼层视野开阔,龙岗区,岸上林居,40798.0,360.0,4室2厅,88.24平米
5918,欧意轩  标准3房2厅 业主诚心出售,龙岗区,欧意轩花园,31457.0,300.0,3室2厅,95.37平米
5919,珑禧小区，3房1卫朝东南，中庭位置，安静不临街带装修,龙岗区,珑禧,38944.0,320.0,3室2厅,82.17平米
5920,龙岗龙城公园 朝南居家三房 南北双阳台 看房方便,龙岗区,和顺苑,35839.0,350.0,3室1厅,97.66平米
5921,悦澜山花园 南北通透双阳台  精装修3+1房,龙岗区,宝能悦澜山花园,45430.0,408.0,4室2厅,89.81平米
5922,龙岗紫薇花园居家装修三居室到小露台,龙岗区,紫薇花园,34608.0,315.0,4室2厅,91.02平米
5923,紫薇花园三房带后花园，居家装修,龙岗区,紫薇花园,45365.0,345.0,2室1厅,76.05平米
5924,房子满五年，税费少，交通方便，业主诚心出售,龙岗区,东方明珠城,36460.0,395.0,3室2厅,108.34平米
5925,龙岗 新小区 装修从未住人 东南向 随时看房 拎包入住,龙岗区,全盛紫悦龙庭,46217.0,408.0,4室2厅,88.28平米
5926,龙岗实验 和兴花园  中间楼层 业主诚心卖,龙岗区,和兴苑,39801.0,280.0,2室1厅,70.35平米
5927,龙岗万科天誉 精装修4居室 满五年 家庭名下就一套,龙岗区,万科天誉,52302.0,800.0,4室2厅,152.96平米
5928,龙岗中 心城 岸上林居 四房两卫 安静不吵,龙岗区,岸上林居,39366.0,345.0,4室2厅,87.64平米
5929,东方明珠城 地铁口物业 户型通透 朝向好 配套成熟,龙岗区,东方明珠城,33768.0,360.0,4室1厅,106.61平米
5930,龙岗鸿基花园 简装修三房吉祥地铁口 业主诚售,龙岗区,鸿基花园,29631.0,359.0,3室1厅,121.16平米
5931,龙岗区保利上城花园两房诚心出售,龙岗区,保利上城,47802.0,350.0,2室2厅,73.22平米
5932,正中时代广场 安静小区  满五唯一税费少 汇龙天下,龙岗区,汇龙天下,36116.0,325.0,3室2厅,89.99平米
5933,宏兴苑 3室2厅 410万,龙岗区,宏兴苑,39235.0,410.0,3室2厅,104.5平米
5934,万科清林径 一期3房 带阁楼 看别墅群,龙岗区,万科清林径,37098.0,318.0,3室1厅,85.72平米
5935,招商依山郡 4室2厅 540万,龙岗区,招商依山郡,41272.0,540.0,4室2厅,130.84平米
5936,盛龙花园 3室2厅 285万,龙岗区,盛龙花园,30908.0,285.0,3室2厅,92.21平米
5937,城南雅筑龙城广场地铁口精装两房看花园满五唯一,龙岗区,城南雅筑,41000.0,215.0,2室2厅,52.44平米
5938,宏兴苑 3室1厅 275万,龙岗区,宏兴苑,37979.0,275.0,3室1厅,72.41平米
5939,公园大地背靠龙城公园，高楼层视野好随时看房。,龙岗区,公园大地八期,58009.0,950.0,4室2厅,163.77平米
5940,愉园新村大阳台实验低总价刚需两房楼下带平台税费少,龙岗区,愉园新村,42594.0,270.0,2室1厅,63.39平米
5941,南联地铁站远洋新干线一期  南朝向精装三房,龙岗区,远洋新干线一期,43571.0,350.0,3室2厅,80.33平米
5942,龙岗中 心 城  万象天成  标准2房2厅  业主诚心出售,龙岗区,万象天成,37059.0,260.0,2室1厅,70.16平米
5943,万象天成 2室1厅 315万,龙岗区,万象天成,35558.0,315.0,2室1厅,88.59平米
5944,禾田小筑 2房一厅 满五税费少 看房方便 业主诚心出售,龙岗区,禾田小筑,31000.0,155.0,2室1厅,50平米
5945,龙翔花园 精装标准两房 客厅出阳台  满两年税费少城卖,龙岗区,龙翔花园,32039.0,273.0,2室1厅,85.21平米
5946,万科清林径 3室1厅 363万,龙岗区,万科清林径,41406.0,363.0,3室1厅,87.67平米
5947,和兴花园二期 实验片区3房南北通 带电梯 住家安静,龙岗区,和盛苑,39084.0,399.0,3室2厅,102.09平米
5948,龙岗 宏兴苑 标准三房 住家装修,龙岗区,宏兴苑,39713.0,415.0,3室2厅,104.5平米
5949,尚景欣园 精装大四房 清林龙城双校齐上 楼层采光好,龙岗区,尚景欣园,32433.0,510.0,4室2厅,157.25平米
5950,龙岗和兴苑精装两房，满两年，红本在手，楼层佳。,龙岗区,和兴苑,45237.0,255.0,2室1厅,56.37平米
5951,东方明珠城 3室2厅 400万,龙岗区,东方明珠城,36836.0,400.0,3室2厅,108.59平米
5952,城市花园 2室2厅 260万,龙岗区,城市花园,33575.0,260.0,2室2厅,77.44平米
5953,新亚洲花园 精装大3房 满五唯一位置安静看花园,龙岗区,新亚洲花园,37969.0,418.0,3室2厅,110.09平米
5954,金地龙城 标准三房，满二年，享万科配套 厅出阳台,龙岗区,金地龙城中央一期,43114.0,380.0,3室2厅,88.14平米
5955,龙城国际 3室1厅 680万,龙岗区,龙城国际,49989.0,680.0,3室1厅,136.03平米
5956,城南雅筑精装修3房 业主城心 看房方便,龙岗区,城南雅筑,36120.0,290.0,3室1厅,80.29平米
5957,万科清林径 厅侧出阳台  朝南花园，视野无遮挡。,龙岗区,万科清林径,33673.0,265.0,2室1厅,78.7平米
5958,龙城广场地铁站精装一房业主诚心出售,龙岗区,金地龙城中央一期,33695.0,143.0,2室2厅,42.44平米
5959,风临国际东座 吉祥地铁口 2房 带装修,龙岗区,风临国际东座,38949.0,280.0,2室1厅,71.89平米
5960,正规两房 刚需 事业开阔 采光好,龙岗区,万象天成,36441.0,258.0,2室2厅,70.8平米
5961,悦城花园三期  一房 精装修 满二年 急售,龙岗区,中央悦城,38721.0,155.0,1室1厅,40.03平米
5962,客厅出阳台 标准1房 通天然气 精装修 独立厨房独卫,龙岗区,金地龙城中央一期,32259.0,138.0,1室0厅,42.78平米
5963,华业玫瑰郡  低总价 精装1房1厅 业主诚心出售,龙岗区,华业玫瑰郡,39991.0,165.0,1室1厅,41.26平米
5964,金地龙城中央一期 2室2厅 150万,龙岗区,金地龙城中央一期,31134.0,150.0,2室2厅,48.18平米
5965,万象天成精装两房 视野开阔 采光充足 业主诚心出售,龙岗区,万象天成,35970.0,252.0,2室2厅,70.06平米
5966,雅庭名苑 3室2厅 360万,龙岗区,雅庭名苑,34770.0,360.0,3室2厅,103.54平米
5967,尚景华园 3室1厅 480万,龙岗区,尚景华园,45468.0,480.0,3室1厅,105.57平米
5968,全盛紫悦龙庭 业主诚心出售 高赠送四房 中间楼层好房,龙岗区,全盛紫悦龙庭,41508.0,370.0,4室2厅,89.14平米
5969,万象天成 三馆一城旁，适合高品质客户，朝南看花园。,龙岗区,万象天成,35521.0,315.0,2室1厅,88.68平米
5970,就在家门口上学 地铁口 50万装修 诚心卖,龙岗区,保利上城,46194.0,560.0,4室2厅,121.23平米
5971,万科清林径 4室2厅 365万,龙岗区,万科清林径,40970.0,365.0,4室2厅,89.09平米
5972,尚景华园 3室2厅 365万,龙岗区,尚景华园,33660.0,365.0,3室2厅,108.44平米
5973,盛龙花园 满5年 正规2房 业主自住 装修保养好,龙岗区,盛龙花园,29715.0,150.0,2室1厅,50.48平米
5974,佳馨园 3室1厅 245万,龙岗区,佳馨园,32208.0,245.0,3室1厅,76.07平米
5975,进门带入户 低总价两房 少见高楼层房源 满五年,龙岗区,公园大地五期,49676.0,390.0,2室1厅,78.51平米
5976,新鸿花园 3室2厅 350万,龙岗区,新鸿花园,37394.0,350.0,3室2厅,93.6平米
5977,东方明珠城 3室2厅 268万,龙岗区,东方明珠城,37961.0,268.0,3室2厅,70.6平米
5978,东方明珠城小两房，双阳台，精装修，高楼层。,龙岗区,东方明珠城,39124.0,275.0,2室2厅,70.29平米
5979,地铁口  可三改四户型   一手业主  三馆一城配套,龙岗区,东方明珠城,35295.0,330.0,3室1厅,93.5平米
5980,万象天成  正规两房  客厅出阳台，看花园,龙岗区,万象天成,32055.0,280.0,2室1厅,87.35平米
5981,龙岗大运 顺景花园电梯 精装3房 生活便利 价格低,龙岗区,顺景花园,31992.0,344.0,3室2厅,107.53平米
5982,公园大地一期 4室2厅 730万,龙岗区,公园大地一期,51932.0,730.0,4室2厅,140.57平米
5983,全盛紫云庭 3室2厅 350万,龙岗区,全盛紫云庭,45752.0,350.0,3室2厅,76.5平米
5984,南联地铁远洋新干线  精装修公寓小两房 首付5成通燃气,龙岗区,远洋新干线一期,26777.0,130.0,2室1厅,48.55平米
5985,和兴花园四期 大四房 看花园 安静 采光好 业主诚心售,龙岗区,和煦苑,32352.0,445.0,4室2厅,137.55平米
5986,欧景城 优质标准4房 龙城龙潭公园围绕 配套齐全,龙岗区,欧景城花园,39587.0,460.0,4室2厅,116.2平米
5987,承翰陶源 精装三房 东南看花园 自住,龙岗区,承翰陶源,36814.0,330.0,3室2厅,89.64平米
5988,万科清林径一期精装四房2卫带阁楼 看别墅 格局合理,龙岗区,万科清林径,42944.0,370.0,4室2厅,86.16平米
5989,正中时代  安静小区 汇龙天下 满二税费少,龙岗区,汇龙天下,35409.0,318.0,3室2厅,89.81平米
5990,吉祥地铁口万科品牌 精装大三房东南朝向 业主诚心卖,龙岗区,天誉国际公馆,33816.0,430.0,3室2厅,127.16平米
5991,鸿进花园标准3房2卫 视野好 采光充足,龙岗区,鸿进花园,31996.0,330.0,3室2厅,103.14平米
